CBA000113862	455
CBA000113863	459
CBA000113864	465
CBA000113865	467
CBA000113866	468
CBA000113867	474
CBA000126295	481
CBA000126296	482
CBA000113868	485
CBA000113869	487
CBA000113870	488
CBA000113871	494
CBA000113872	495
CBA000113873	499
CBA000113874	502
CBA000113875	504
CBA000113876	506
CBA000113877	508
CBA000113878	513
CBA000113879	516
CBA000113880	517
CBA000113881	518
CBA000113882	519
CBA000126297	522
CBA000113883	523
CBA000113884	524
CBA000113885	525
CBA000113886	527
CBA000113887	532
CBA000113888	535
CBA000113889	536
CBA000113890	537
CBA000113891	539
CBA000113892	542
CBA000113893	543
CBA000113894	544
CBA000113895	549
CBA000113896	550
CBA000126298	553
CBA000113897	555
CBA000113898	558
CBA000113899	573
CBA000126299	574
CBA000113900	579
CBA000113901	582
CBA000113902	584
CBA000113903	587
CBA000113904	588
CBA000113905	589
CBA000113906	592
CBA000113907	601
CBA000113908	602
CBA000113909	606
CBA000113910	607
CBA000113911	611
CBA000113912	614
CBA000113913	615
CBA000113914	618
CBA000113915	619
CBA000113916	620
CBA000113917	621
CBA000113918	622
CBA000113919	624
CBA000113920	626
CBA000126300	627
CBA000113921	634
CBA000113922	635
CBA000113923	636
CBA000113924	644
CBA000113925	649
CBA000113926	653
CBA000113927	654
CBA000113928	656
CBA000113929	657
CBA000113930	661
CBA000113931	667
CBA000126301	668
CBA000113932	669
CBA000113933	672
CBA000113934	673
CBA000113935	675
CBA000113936	676
CBA000126302	677
CBA000113937	680
CBA000113938	688
CBA000113939	689
CBA000126303	702
CBA000113940	706
CBA000113941	708
CBA000113942	710
CBA000113943	715
CBA000113944	720
CBA000113945	727
CBA000126304	728
CBA000113946	738
CBA000113947	749
CBA000113948	754
CBA000113949	757
CBA000113950	758
CBA000126305	763
CBA000113951	764
CBA000113952	766
CBA000113953	768
CBA000113954	770
CBA000113955	776
CBA000113956	777
CBA000113957	779
CBA000113958	781
CBA000113959	786
CBA000113960	788
CBA000113961	790
CBA000113962	792
CBA000113963	794
CBA000113964	795
CBA000113965	800
CBA000113966	801
CBA000113967	802
CBA000113968	804
CBA000113969	807
CBA000113970	808
CBA000113971	813
CBA000113972	817
CBA000113973	818
CBA000113974	824
CBA000113975	826
CBA000113976	829
CBA000113977	830
CBA000113978	831
CBA000113979	833
CBA000113980	836
CBA000113981	838
CBA000113982	840
CBA000113983	842
CBA000113984	844
CBA000113985	847
CBA000113986	851
CBA000113987	854
CBA000113988	857
CBA000113989	858
CBA000113990	859
CBA000113991	863
CBA000113992	864
CBA000113993	868
CBA000113994	870
CBA000113995	871
CBA000113996	874
CBA000126306	878
CBA000126307	879
CBA000113997	880
CBA000113998	881
CBA000113999	885
CBA000126308	894
CBA000114000	897
CBA000114001	901
CBA000114002	903
CBA000114003	904
CBA000114004	905
CBA000126309	906
CBA000126310	908
CBA000114005	910
CBA000114006	912
CBA000114007	913
CBA000114008	914
CBA000126311	915
CBA000114009	919
CBA000126312	925
CBA000114010	927
CBA000114011	933
CBA000114012	944
CBA000126313	945
CBA000114013	946
CBA000114014	950
CBA000114015	955
CBA000114016	956
CBA000114017	957
CBA000114018	961
CBA000114019	962
CBA000114020	963
CBA000114021	966
CBA000126314	967
CBA000126315	970
CBA000114022	972
CBA000114023	973
CBA000114024	974
CBA000114025	976
CBA000114026	977
CBA000114027	978
CBA000114028	983
CBA000114029	984
CBA000114030	985
CBA000114031	986
CBA000114032	992
CBA000114033	1007
CBA000114034	1013
CBA000114035	1018
CBA000114036	1021
CBA000114037	1022
CBA000114038	1030
CBA000114039	1035
CBA000114040	1038
CBA000114041	1040
CBA000114042	1047
CBA000114043	1048
CBA000114044	1050
CBA000114045	1051
CBA000114046	1055
CBA000114047	1061
CBA000114048	1065
CBA000114049	1072
CBA000114050	1076
CBA000126316	1078
CBA000114051	1080
CBA000114052	1087
CBA000114053	1088
CBA000114054	1089
CBA000114055	1093
CBA000114056	1098
CBA000114057	1099
CBA000114058	1102
CBA000114059	1103
CBA000114060	1108
CBA000114061	1111
CBA000114062	1114
CBA000114063	1117
CBA000114064	1122
CBA000114065	1123
CBA000114066	1125
CBA000114067	1126
CBA000114068	1128
CBA000114069	1129
CBA000114070	1135
CBA000114071	1137
CBA000114072	1139
CBA000114073	1142
CBA000114074	1145
CBA000114075	1149
CBA000114076	1150
CBA000114077	1151
CBA000114078	1152
CBA000114079	1153
CBA000114080	1155
CBA000114081	1156
CBA000114082	1160
CBA000114083	1161
CBA000114084	1163
CBA000114085	1166
CBA000114086	1168
CBA000114087	1169
CBA000114088	1172
CBA000114089	1173
CBA000114090	1174
CBA000114091	1175
CBA000114092	1180
CBA000114093	1181
CBA000114094	1182
CBA000126317	1184
CBA000114095	1188
CBA000114096	1193
CBA000114097	1194
CBA000114098	1197
CBA000126318	1200
CBA000114099	1206
CBA000114100	1210
CBA000126319	1219
CBA000114101	1222
CBA000114102	1227
CBA000114103	1231
CBA000114104	1232
CBA000114105	1234
CBA000114106	1238
CBA000114107	1241
CBA000114108	1247
CBA000114109	1249
CBA000114110	1252
CBA000114111	1260
CBA000114112	1263
CBA000114113	1264
CBA000114114	1266
CBA000114115	1268
CBA000114116	1270
CBA000114117	1271
CBA000114118	1272
CBA000114119	1274
CBA000114120	1275
CBA000114121	1276
CBA000114122	1279
CBA000114123	1280
CBA000114124	1281
CBA000114125	1287
CBA000114126	1288
CBA000114127	1289
CBA000114128	1290
CBA000114129	1291
CBA000114130	1294
CBA000114131	1295
CBA000114132	1301
CBA000126320	1310
CBA000114133	1319
CBA000114134	1321
CBA000114135	1324
CBA000114136	1325
CBA000114137	1329
CBA000114138	1334
CBA000114139	1335
CBA000114140	1340
CBA000114141	1344
CBA000114142	1351
CBA000114143	1353
CBA000114144	1355
CBA000114145	1356
CBA000114146	1357
CBA000114147	1358
CBA000114148	1359
CBA000114149	1360
CBA000114150	1361
CBA000114151	1362
CBA000114152	1363
CBA000114153	1364
CBA000114154	1365
CBA000114155	1366
CBA000114156	1367
CBA000114157	1369
CBA000114158	1370
CBA000114159	1371
CBA000114160	1372
CBA000114161	1373
CBA000114162	1374
CBA000114163	1375
CBA000114164	1376
CBA000114165	1377
CBA000114166	1378
CBA000114167	1384
CBA000114168	1391
CBA000114169	1392
CBA000114170	1397
CBA000114171	1398
CBA000114172	1399
CBA000114173	1400
CBA000114174	1404
CBA000114175	1405
CBA000114176	1406
CBA000114177	1407
CBA000114178	1408
CBA000114179	1412
CBA000114180	1413
CBA000114181	1417
CBA000114182	1421
CBA000114183	1424
CBA000114184	1427
CBA000114185	1432
CBA000114186	1433
CBA000114187	1434
CBA000114188	1435
CBA000114189	1442
CBA000126321	1443
CBA000114190	1446
CBA000114191	1452
CBA000114192	1454
CBA000114193	1457
CBA000114194	1463
CBA000114195	1469
CBA000114196	1472
CBA000114197	1476
CBA000114198	1480
CBA000114199	1484
CBA000114200	1490
CBA000114201	1495
CBA000114202	1499
CBA000114203	1511
CBA000114204	1512
CBA000114205	1513
CBA000114206	1517
CBA000114207	1518
CBA000114208	1519
CBA000114209	1522
CBA000114210	1524
CBA000114211	1525
CBA000114212	1528
CBA000114213	1540
CBA000114214	1560
CBA000126322	1561
CBA000114215	1562
CBA000114216	1568
CBA000114217	1569
CBA000114218	1572
CBA000114219	1573
CBA000114220	1574
CBA000114221	1576
CBA000114222	1577
CBA000114223	1581
CBA000114224	1582
CBA000114225	1584
CBA000126323	1596
CBA000114226	1600
CBA000114227	1610
CBA000114228	1614
CBA000126324	1628
CBA000114229	1634
CBA000114230	1645
CBA000126325	1646
CBA000114231	1648
CBA000114232	1653
CBA000114233	1668
CBA000114234	1669
CBA000114235	1671
CBA000114236	1677
CBA000114237	1678
CBA000114238	1682
CBA000114239	1690
CBA000114240	1694
CBA000114241	1696
CBA000114242	1697
CBA000114243	1700
CBA000114244	1701
CBA000114245	1702
CBA000114246	1713
CBA000114247	1714
CBA000114248	1717
CBA000114249	1728
CBA000114250	1734
CBA000114251	1739
CBA000114252	1741
CBA000114253	1742
CBA000126326	1744
CBA000114254	1751
CBA000126327	1752
CBA000114255	1754
CBA000114256	1758
CBA000114257	1763
CBA000114258	1766
CBA000114259	1767
CBA000114260	1769
CBA000126328	1770
CBA000126329	1773
CBA000126330	1774
CBA000126331	1775
CBA000126332	1776
CBA000126333	1777
CBA000126334	1778
CBA000126335	1779
CBA000126336	1780
CBA000126337	1781
CBA000126338	1782
CBA000126339	1783
CBA000126340	1784
CBA000126341	1785
CBA000126342	1786
CBA000126343	1787
CBA000126344	1788
CBA000126345	1789
CBA000126346	1790
CBA000126347	1791
CBA000126348	1792
CBA000126349	1793
CBA000126350	1794
CBA000126351	1795
CBA000126352	1796
CBA000126353	1797
CBA000126354	1798
CBA000126355	1799
CBA000126356	1800
CBA000126357	1801
CBA000126358	1802
CBA000126359	1803
CBA000126360	1804
CBA000126361	1805
CBA000126362	1806
CBA000126363	1807
CBA000126364	1808
CBA000126365	1809
CBA000126366	1810
CBA000126367	1811
CBA000126368	1812
CBA000126369	1813
CBA000126370	1814
CBA000126371	1815
CBA000126372	1816
CBA000126373	1817
CBA000126374	1818
CBA000126375	1819
CBA000126376	1820
CBA000126377	1821
CBA000126378	1822
CBA000126379	1823
CBA000126380	1824
CBA000126381	1825
CBA000126382	1826
CBA000126383	1827
CBA000126384	1828
CBA000126385	1829
CBA000126386	1830
CBA000126387	1831
CBA000126388	1832
CBA000126389	1833
CBA000126390	1834
CBA000126391	1835
CBA000126392	1836
CBA000126393	1837
CBA000126394	1838
CBA000126395	1839
CBA000126396	1840
CBA000126397	1841
CBA000126398	1842
CBA000126399	1843
CBA000126400	1844
CBA000126401	1845
CBA000126402	1846
CBA000126403	1847
CBA000126404	1848
CBA000126405	1849
CBA000126406	1850
CBA000126407	1851
CBA000126408	1852
CBA000126409	1853
CBA000126410	1854
CBA000126411	1855
CBA000126412	1856
CBA000126413	1857
CBA000126414	1858
CBA000126415	1859
CBA000126416	1860
CBA000126417	1861
CBA000126418	1862
CBA000126419	1863
CBA000126420	1864
CBA000126421	1865
CBA000126422	1866
CBA000126423	1867
CBA000126424	1868
CBA000126425	1869
CBA000126426	1870
CBA000126427	1871
CBA000126428	1872
CBA000126429	1873
CBA000126430	1874
CBA000126431	1875
CBA000126432	1876
CBA000126433	1877
CBA000126434	1878
CBA000126435	1879
CBA000126436	1880
CBA000126437	1881
CBA000126438	1882
CBA000126439	1883
CBA000126440	1884
CBA000126441	1885
CBA000126442	1886
CBA000126443	1887
CBA000126444	1888
CBA000126445	1889
CBA000126446	1890
CBA000126447	1891
CBA000126448	1892
CBA000126449	1893
CBA000126450	1894
CBA000126451	1895
CBA000126452	1896
CBA000126453	1897
CBA000126454	1898
CBA000126455	1899
CBA000114261	1900
CBA000114262	1901
CBA000126456	1902
CBA000126457	1903
CBA000114263	1904
CBA000126458	1905
CBA000126459	1906
CBA000126460	1907
CBA000126461	1908
CBA000126462	1909
CBA000126463	1910
CBA000126464	1911
CBA000126465	1912
CBA000126466	1913
CBA000126467	1914
CBA000126468	1915
CBA000126469	1916
CBA000126470	1917
CBA000126471	1918
CBA000126472	1919
CBA000126473	1920
CBA000126474	1921
CBA000126475	1922
CBA000126476	1923
CBA000126477	1924
CBA000126478	1925
CBA000126479	1926
CBA000126480	1927
CBA000126481	1928
CBA000126482	1929
CBA000126483	1930
CBA000126484	1931
CBA000126485	1932
CBA000126486	1933
CBA000126487	1934
CBA000126488	1935
CBA000126489	1936
CBA000126490	1937
CBA000126491	1938
CBA000126492	1939
CBA000126493	1940
CBA000126494	1941
CBA000126495	1942
CBA000126496	1943
CBA000126497	1944
CBA000126498	1945
CBA000126499	1946
CBA000126500	1947
CBA000126501	1948
CBA000126502	1949
CBA000126503	1950
CBA000126504	1951
CBA000126505	1952
CBA000114264	1953
CBA000126506	1954
CBA000126507	1955
CBA000126508	1956
CBA000126509	1957
CBA000126510	1958
CBA000126511	1959
CBA000126512	1960
CBA000126513	1961
CBA000126514	1962
CBA000126515	1963
CBA000126516	1964
CBA000126517	1965
CBA000126518	1966
CBA000126519	1967
CBA000126520	1968
CBA000126521	1969
CBA000126522	1970
CBA000126523	1971
CBA000126524	1972
CBA000126525	1973
CBA000126526	1974
CBA000126527	1975
CBA000126528	1976
CBA000126529	1977
CBA000126530	1978
CBA000126531	1979
CBA000126532	1980
CBA000126533	1981
CBA000126534	1982
CBA000126535	1983
CBA000126536	1984
CBA000126537	1985
CBA000126538	1986
CBA000126539	1987
CBA000126540	1988
CBA000126541	1989
CBA000126542	1990
CBA000126543	1991
CBA000126544	1992
CBA000126545	1993
CBA000126546	1994
CBA000126547	1995
CBA000126548	1996
CBA000126549	1997
CBA000126550	1998
CBA000126551	1999
CBA000126552	2000
CBA000126553	2001
CBA000126554	2002
CBA000126555	2003
CBA000126556	2004
CBA000126557	2005
CBA000126558	2006
CBA000126559	2007
CBA000126560	2008
CBA000126561	2009
CBA000126562	2010
CBA000126563	2011
CBA000126564	2012
CBA000126565	2013
CBA000126566	2014
CBA000126567	2015
CBA000126568	2016
CBA000126569	2017
CBA000126570	2018
CBA000126571	2019
CBA000126572	2020
CBA000126573	2021
CBA000126574	2022
CBA000126575	2023
CBA000126576	2024
CBA000126577	2025
CBA000126578	2026
CBA000126579	2027
CBA000126580	2028
CBA000126581	2029
CBA000126582	2030
CBA000126583	2031
CBA000126584	2032
CBA000126585	2033
CBA000126586	2034
CBA000126587	2035
CBA000126588	2036
CBA000126589	2037
CBA000126590	2038
CBA000126591	2039
CBA000126592	2040
CBA000126593	2041
CBA000126594	2042
CBA000126595	2043
CBA000126596	2044
CBA000126597	2045
CBA000126598	2046
CBA000126599	2047
CBA000126600	2048
CBA000126601	2049
CBA000126602	2050
CBA000126603	2051
CBA000126604	2052
CBA000126605	2053
CBA000126606	2054
CBA000126607	2055
CBA000126608	2056
CBA000126609	2057
CBA000126610	2058
CBA000126611	2059
CBA000126612	2060
CBA000126613	2061
CBA000126614	2062
CBA000126615	2063
CBA000126616	2064
CBA000126617	2065
CBA000126618	2066
CBA000126619	2067
CBA000126620	2068
CBA000126621	2069
CBA000126622	2070
CBA000126623	2071
CBA000126624	2072
CBA000126625	2073
CBA000126626	2074
CBA000126627	2075
CBA000126628	2076
CBA000126629	2077
CBA000126630	2078
CBA000126631	2079
CBA000126632	2080
CBA000126633	2081
CBA000126634	2082
CBA000126635	2083
CBA000126636	2084
CBA000126637	2085
CBA000126638	2086
CBA000126639	2087
CBA000126640	2088
CBA000126641	2089
CBA000126642	2090
CBA000126643	2091
CBA000126644	2092
CBA000126645	2093
CBA000126646	2094
CBA000126647	2095
CBA000126648	2096
CBA000126649	2097
CBA000126650	2098
CBA000126651	2099
CBA000126652	2100
CBA000126653	2101
CBA000126654	2102
CBA000126655	2103
CBA000126656	2104
CBA000126657	2105
CBA000126658	2106
CBA000126659	2107
CBA000126660	2108
CBA000126661	2109
CBA000126662	2110
CBA000126663	2111
CBA000126664	2112
CBA000126665	2113
CBA000126666	2114
CBA000114265	2115
CBA000126667	2116
CBA000126668	2117
CBA000126669	2118
CBA000126670	2119
CBA000126671	2120
CBA000126672	2121
CBA000126673	2122
CBA000126674	2123
CBA000126675	2124
CBA000126676	2125
CBA000126677	2126
CBA000126678	2127
CBA000126679	2128
CBA000126680	2129
CBA000126681	2130
CBA000126682	2131
CBA000126683	2132
CBA000126684	2133
CBA000126685	2134
CBA000126686	2135
CBA000126687	2136
CBA000126688	2137
CBA000126689	2138
CBA000126690	2139
CBA000126691	2140
CBA000126692	2141
CBA000126693	2142
CBA000126694	2143
CBA000126695	2144
CBA000126696	2145
CBA000126697	2146
CBA000126698	2147
CBA000126699	2148
CBA000126700	2149
CBA000126701	2150
CBA000126702	2151
CBA000126703	2152
CBA000126704	2153
CBA000126705	2154
CBA000126706	2155
CBA000126707	2156
CBA000126708	2157
CBA000126709	2158
CBA000126710	2159
CBA000126711	2160
CBA000126712	2161
CBA000126713	2162
CBA000126714	2163
CBA000126715	2164
CBA000126716	2165
CBA000114266	2166
CBA000126717	2167
CBA000126718	2168
CBA000126719	2169
CBA000126720	2170
CBA000126721	2171
CBA000126722	2172
CBA000126723	2173
CBA000126724	2174
CBA000126725	2175
CBA000126726	2176
CBA000126727	2177
CBA000126728	2178
CBA000126729	2179
CBA000126730	2180
CBA000126731	2181
CBA000126732	2182
CBA000126733	2183
CBA000126734	2184
CBA000126735	2185
CBA000126736	2186
CBA000126737	2187
CBA000126738	2188
CBA000126739	2189
CBA000126740	2190
CBA000126741	2191
CBA000126742	2192
CBA000126743	2193
CBA000126744	2194
CBA000126745	2195
CBA000126746	2196
CBA000126747	2197
CBA000126748	2198
CBA000126749	2199
CBA000126750	2200
CBA000126751	2201
CBA000126752	2202
CBA000126753	2203
CBA000126754	2204
CBA000126755	2205
CBA000126756	2206
CBA000126757	2207
CBA000114267	2208
CBA000126758	2209
CBA000126759	2210
CBA000126760	2211
CBA000126761	2212
CBA000126762	2213
CBA000126763	2214
CBA000126764	2215
CBA000126765	2216
CBA000126766	2217
CBA000126767	2218
CBA000126768	2219
CBA000126769	2220
CBA000126770	2221
CBA000126771	2222
CBA000126772	2223
CBA000126773	2224
CBA000126774	2225
CBA000126775	2226
CBA000126776	2227
CBA000126777	2228
CBA000126778	2229
CBA000126779	2230
CBA000126780	2231
CBA000126781	2232
CBA000126782	2233
CBA000126783	2234
CBA000126784	2235
CBA000126785	2236
CBA000114268	2237
CBA000126786	2238
CBA000126787	2239
CBA000126788	2240
CBA000126789	2241
CBA000126790	2242
CBA000126791	2243
CBA000126792	2244
CBA000126793	2245
CBA000126794	2246
CBA000126795	2247
CBA000126796	2248
CBA000126797	2249
CBA000126798	2250
CBA000126799	2251
CBA000126800	2252
CBA000126801	2253
CBA000114269	2254
CBA000126802	2255
CBA000126803	2256
CBA000126804	2257
CBA000126805	2258
CBA000126806	2259
CBA000126807	2260
CBA000126808	2261
CBA000126809	2262
CBA000126810	2263
CBA000126811	2264
CBA000126812	2265
CBA000126813	2266
CBA000126814	2267
CBA000126815	2268
CBA000126816	2269
CBA000126817	2270
CBA000126818	2271
CBA000126819	2272
CBA000126820	2273
CBA000126821	2274
CBA000126822	2275
CBA000126823	2276
CBA000126824	2277
CBA000126825	2278
CBA000126826	2279
CBA000126827	2280
CBA000126828	2281
CBA000126829	2282
CBA000126830	2283
CBA000126831	2284
CBA000126832	2285
CBA000126833	2286
CBA000126834	2287
CBA000126835	2288
CBA000126836	2289
CBA000126837	2290
CBA000126838	2291
CBA000126839	2292
CBA000126840	2293
CBA000126841	2294
CBA000126842	2295
CBA000126843	2296
CBA000126844	2297
CBA000126845	2298
CBA000126846	2299
CBA000126847	2300
CBA000126848	2301
CBA000126849	2302
CBA000126850	2303
CBA000126851	2304
CBA000126852	2305
CBA000126853	2306
CBA000126854	2307
CBA000126855	2308
CBA000126856	2309
CBA000126857	2310
CBA000126858	2311
CBA000126859	2312
CBA000126860	2313
CBA000126861	2314
CBA000126862	2315
CBA000126863	2316
CBA000114270	2317
CBA000126864	2318
CBA000126865	2319
CBA000126866	2320
CBA000126867	2321
CBA000126868	2322
CBA000126869	2323
CBA000126870	2324
CBA000126871	2325
CBA000126872	2326
CBA000126873	2327
CBA000126874	2328
CBA000126875	2329
CBA000126876	2330
CBA000126877	2331
CBA000126878	2332
CBA000126879	2333
CBA000126880	2334
CBA000126881	2335
CBA000126882	2336
CBA000126883	2337
CBA000126884	2338
CBA000126885	2339
CBA000126886	2340
CBA000126887	2341
CBA000126888	2342
CBA000126889	2343
CBA000126890	2344
CBA000126891	2345
CBA000126892	2346
CBA000126893	2347
CBA000126894	2348
CBA000126895	2349
CBA000126896	2350
CBA000126897	2351
CBA000126898	2352
CBA000126899	2353
CBA000126900	2354
CBA000126901	2355
CBA000126902	2356
CBA000126903	2357
CBA000126904	2358
CBA000126905	2359
CBA000126906	2360
CBA000126907	2361
CBA000126908	2362
CBA000126909	2363
CBA000126910	2364
CBA000126911	2365
CBA000126912	2366
CBA000126913	2367
CBA000126914	2368
CBA000126915	2369
CBA000126916	2370
CBA000126917	2371
CBA000126918	2372
CBA000126919	2373
CBA000126920	2374
CBA000126921	2375
CBA000126922	2376
CBA000126923	2377
CBA000126924	2378
CBA000126925	2379
CBA000126926	2380
CBA000126927	2381
CBA000126928	2382
CBA000126929	2383
CBA000126930	2384
CBA000126931	2385
CBA000126932	2386
CBA000126933	2387
CBA000126934	2388
CBA000126935	2389
CBA000126936	2390
CBA000126937	2391
CBA000126938	2392
CBA000126939	2393
CBA000126940	2394
CBA000126941	2395
CBA000126942	2396
CBA000126943	2397
CBA000126944	2398
CBA000126945	2399
CBA000126946	2400
CBA000126947	2401
CBA000126948	2402
CBA000126949	2403
CBA000126950	2404
CBA000126951	2405
CBA000126952	2406
CBA000126953	2407
CBA000126954	2408
CBA000126955	2409
CBA000126956	2410
CBA000126957	2411
CBA000126958	2412
CBA000126959	2413
CBA000126960	2414
CBA000126961	2415
CBA000126962	2416
CBA000126963	2417
CBA000126964	2418
CBA000126965	2419
CBA000126966	2420
CBA000126967	2421
CBA000126968	2422
CBA000126969	2423
CBA000126970	2424
CBA000126971	2425
CBA000126972	2426
CBA000126973	2427
CBA000126974	2428
CBA000126975	2429
CBA000126976	2430
CBA000126977	2431
CBA000126978	2432
CBA000126979	2433
CBA000126980	2434
CBA000126981	2435
CBA000114271	2436
CBA000126982	2437
CBA000114272	2438
CBA000126983	2439
CBA000126984	2440
CBA000126985	2441
CBA000114273	2442
CBA000126986	2443
CBA000126987	2444
CBA000126988	2445
CBA000126989	2446
CBA000126990	2447
CBA000126991	2448
CBA000126992	2449
CBA000126993	2450
CBA000126994	2451
CBA000126995	2452
CBA000126996	2453
CBA000126997	2454
CBA000126998	2455
CBA000126999	2456
CBA000127000	2457
CBA000127001	2458
CBA000127002	2459
CBA000114274	2460
CBA000127003	2461
CBA000127004	2462
CBA000127005	2463
CBA000127006	2464
CBA000127007	2465
CBA000127008	2466
CBA000114275	2467
CBA000127009	2468
CBA000127010	2469
CBA000127011	2470
CBA000127012	2471
CBA000127013	2472
CBA000127014	2473
CBA000127015	2474
CBA000127016	2475
CBA000127017	2476
CBA000127018	2477
CBA000127019	2478
CBA000127020	2479
CBA000127021	2480
CBA000127022	2481
CBA000127023	2482
CBA000127024	2483
CBA000127025	2484
CBA000127026	2485
CBA000127027	2486
CBA000127028	2487
CBA000127029	2488
CBA000127030	2489
CBA000127031	2490
CBA000127032	2491
CBA000127033	2492
CBA000127034	2493
CBA000127035	2494
CBA000127036	2495
CBA000127037	2496
CBA000127038	2497
CBA000127039	2498
CBA000127040	2499
CBA000127041	2500
CBA000127042	2501
CBA000127043	2502
CBA000127044	2503
CBA000127045	2504
CBA000127046	2505
CBA000127047	2506
CBA000127048	2507
CBA000127049	2508
CBA000127050	2509
CBA000127051	2510
CBA000127052	2511
CBA000127053	2512
CBA000127054	2513
CBA000127055	2514
CBA000127056	2515
CBA000127057	2516
CBA000127058	2517
CBA000127059	2518
CBA000114276	2519
CBA000127060	2520
CBA000127061	2521
CBA000127062	2522
CBA000127063	2523
CBA000127064	2524
CBA000127065	2525
CBA000127066	2526
CBA000127067	2527
CBA000127068	2528
CBA000127069	2529
CBA000127070	2530
CBA000127071	2531
CBA000127072	2532
CBA000127073	2533
CBA000127074	2534
CBA000127075	2535
CBA000127076	2536
CBA000127077	2537
CBA000127078	2538
CBA000127079	2539
CBA000127080	2540
CBA000127081	2541
CBA000127082	2542
CBA000127083	2543
CBA000127084	2544
CBA000127085	2545
CBA000127086	2546
CBA000127087	2547
CBA000127088	2548
CBA000127089	2549
CBA000127090	2550
CBA000127091	2551
CBA000127092	2552
CBA000127093	2553
CBA000127094	2554
CBA000127095	2555
CBA000127096	2556
CBA000127097	2557
CBA000127098	2558
CBA000127099	2559
CBA000127100	2560
CBA000127101	2561
CBA000127102	2562
CBA000114277	2563
CBA000127103	2564
CBA000127104	2565
CBA000127105	2566
CBA000127106	2567
CBA000127107	2568
CBA000127108	2569
CBA000127109	2570
CBA000127110	2571
CBA000127111	2572
CBA000127112	2573
CBA000127113	2574
CBA000127114	2575
CBA000127115	2576
CBA000127116	2577
CBA000127117	2578
CBA000127118	2579
CBA000127119	2580
CBA000127120	2581
CBA000127121	2582
CBA000127122	2583
CBA000127123	2584
CBA000127124	2585
CBA000127125	2586
CBA000127126	2587
CBA000127127	2588
CBA000127128	2589
CBA000127129	2590
CBA000127130	2591
CBA000127131	2592
CBA000127132	2593
CBA000127133	2594
CBA000127134	2595
CBA000127135	2596
CBA000127136	2597
CBA000127137	2598
CBA000127138	2599
CBA000127139	2600
CBA000127140	2601
CBA000127141	2602
CBA000127142	2603
CBA000127143	2604
CBA000127144	2605
CBA000127145	2606
CBA000127146	2607
CBA000127147	2608
CBA000127148	2609
CBA000127149	2610
CBA000127150	2611
